"subject" "activity" "dataFeatures" "NA"
8 0.27780382 5 -0.014410313
8 0.2778773 5 -0.017284606
8 0.27797555 5 -0.016674087
8 0.27803496 5 -0.01747052
8 0.27804871 6 -0.016486542
8 0.27813935 3 -0.026530345
8 0.27829968 5 -0.019127957
8 0.27829992 6 -0.016550119
8 0.27832066 6 -0.018721332
8 0.27841183 6 -0.016790073
8 0.27841979 4 -0.013191022
8 0.27847526 5 -0.016676739
8 0.27874304 6 -0.016890745
8 0.27884778 4 -0.01648585
8 0.27885311 6 -0.014658601
8 0.27897305 5 -0.015556267
8 0.27925289 4 -0.039839274
8 0.27928444 5 -0.039923528
8 0.2793114 5 -0.015430176
8 0.27945458 5 -0.015247528
8 0.27955543 6 -0.017815454
8 0.27986791 5 -0.014616616
8 0.28002521 5 -0.016467326
8 0.28008026 5 -0.015520978
8 0.28019423 5 -0.018492742
8 0.28028971 1 -0.031491933
8 0.28029774 4 -0.017494642
8 0.28029859 4 -0.018718736
8 0.28030977 6 -0.018082727
8 0.28063963 5 -0.01551884
8 0.28156463 5 -0.015812302
8 0.28176109 5 -0.018095793
8 0.28229276 4 -0.022769555
8 0.28241283 4 -0.012931324
8 0.28263698 3 -0.031591035
8 0.28286688 6 -0.018566478
8 0.28305973 4 -0.020522275
8 0.28335524 6 -0.01679785
8 0.28342531 5 -0.016203385
8 0.28343981 5 0.025317184
8 0.28364238 6 -0.018090939
8 0.28410204 6 -0.025082992
8 0.28426497 4 -0.018814157
8 0.28435952 6 -0.017502601
8 0.284576 4 -0.020941532
8 0.28471327 1 0.014879935
8 0.28474136 5 -0.01718498
8 0.28525828 4 -0.018159308
8 0.28545355 1 -0.077360921
8 0.28574531 2 0.010125471
8 0.28589321 5 -0.016980724
8 0.28716981 6 -0.016163889
8 0.28799501 5 -0.024978162
8 0.28822331 1 -0.059151618
8 0.28833934 3 -0.028646351
8 0.28845632 1 -0.045281615
8 0.28929775 3 -0.056187946
8 0.29054942 4 -0.020731863
8 0.29099099 1 -0.066843889
8 0.29228268 3 0.0098869995
8 0.29228398 4 -0.0021223225
8 0.2925287 6 -0.015111744
8 0.29298871 1 -0.080917583
8 0.29509554 3 -0.039766486
8 0.29589236 2 0.0061894679
8 0.29600095 4 -0.039028088
8 0.29745271 5 -0.010183004
8 0.29918984 1 0.014831296
8 0.3000749 6 -0.013427778
8 0.30027427 1 -0.043650427
8 0.30065709 5 0.030198129
8 0.30459947 1 0.0060922292
8 0.30561019 3 -0.016736945
8 0.30700515 2 -0.01171692
8 0.30947248 6 -0.011217469
8 0.31038644 1 0.010790759
8 0.31189883 2 -0.098977214
8 0.3120884 3 -0.042341807
8 0.31260451 5 0.041670599
8 0.31267747 1 -0.058186408
8 0.31484713 1 0.049366478
8 0.31565206 6 0.00016986224
8 0.31957188 1 -0.00058251469
8 0.32015579 3 -0.023659113
8 0.32050402 2 -0.096271378
8 0.3212159 1 0.0065371892
8 0.32299685 1 -0.040414609
8 0.32572658 1 -0.037647725
8 0.33036927 1 -0.089967765
8 0.33152918 2 0.053118119
8 0.3346861 1 -0.032823017
8 0.33673188 1 -0.0085103237
8 0.34013107 1 -0.005365506
8 0.3414181 2 0.031723119
8 0.34229985 1 -0.0046516715
8 0.34407712 2 0.058712913
8 0.34659901 5 0.036388848
8 0.34688725 1 0.033245527
8 0.34828457 3 -0.015848784
8 0.34936345 3 -0.0074595627
8 0.35208643 3 -0.010807203
8 0.3525819 3 -0.049331892
8 0.35359955 2 -0.084295623
8 0.35567677 1 -0.067061524
8 0.35909157 3 -0.010632113
8 0.36179618 3 -0.024555824
8 0.36207914 3 -0.039528287
8 0.36528714 6 -0.011731823
8 0.37317414 3 -0.0033502623
8 0.37534296 6 -0.0058260128
8 0.37567476 6 -0.015197245
8 0.37698761 3 -0.02502291
8 0.38172772 2 0.035805424
8 0.38325418 4 -0.060821305
8 0.38550289 3 0.0025941382
8 0.38570533 2 0.034228414
8 0.38623625 2 -0.029559095
8 0.38661885 1 0.071488474
8 0.41749764 2 -0.011958649
8 0.44286369 2 -0.061275311
8 0.45557132 3 -0.063385701
8 0.45609422 2 -0.021994085
8 0.47233232 2 0.042787274
8 0.486838 6 0.036752286
9 -0.41627026 6 -0.024966026
9 -0.32564743 4 -0.19603125
9 -0.07295394 4 -0.079915892
9 0.044666967 4 -0.10083623
9 0.10024099 3 -0.030561538
9 0.11384184 6 -0.11251405
9 0.11450563 2 0.10067151
9 0.14146674 3 -0.044859438
9 0.14197324 3 -0.00094917845
9 0.16241983 4 -0.12283435
9 0.16453897 2 -0.036406143
9 0.16764246 3 -0.031919525
9 0.168419 2 -0.048308647
9 0.17462376 3 -0.023686933
9 0.17564039 2 -0.037076071
9 0.17617081 6 -0.03539695
9 0.17677724 2 -0.076101166
9 0.17910207 6 0.032379388
9 0.18015059 3 -0.016905364
9 0.1816777 2 -0.011138253
9 0.18843063 1 -0.05876707
9 0.18948124 2 -0.0094320591
9 0.19583759 2 -0.010125046
9 0.19736477 4 -0.022468638
9 0.20254711 3 0.034169697
9 0.20371726 2 -0.020303332
9 0.20413138 3 -0.017927107
9 0.20564028 6 -0.012136775
9 0.2060255 6 -0.020043785
9 0.20625869 3 0.031875904
9 0.20981027 3 0.022260093
9 0.21338314 2 0.0095160756
9 0.21349459 3 0.052070374
9 0.21373692 2 -0.007768566
9 0.21684883 6 -0.043106339
9 0.21699256 2 -0.022619612
9 0.21823699 3 -0.038003458
9 0.22108157 4 -0.087332585
9 0.22278073 2 -0.027419441
9 0.22404196 6 -0.022026203
9 0.22433029 1 0.0043613843
9 0.22590698 1 -0.018603807
9 0.22729781 6 -0.024895481
9 0.23285205 2 -0.062350326
9 0.23379765 4 -0.0089945852
9 0.23387284 1 -0.020112427
9 0.23532165 2 0.1110848
9 0.23571343 2 -0.038080661
9 0.23763448 3 0.0031786944
9 0.23968895 4 -0.02700088
9 0.24075146 1 -0.021853578
9 0.24104873 6 -0.012675181
9 0.24156215 3 -0.050591189
9 0.24244829 1 0.0062265257
9 0.24335703 1 -0.0063320701
9 0.24491429 1 4.8173961e-05
9 0.24501185 1 -0.011450234
9 0.24507655 2 -0.01122626
9 0.2470322 4 -0.018727508
9 0.24738527 3 -0.0099019473
9 0.24773273 1 -0.037916705
9 0.24835171 2 -0.055910089
9 0.24849182 1 -0.00055867285
9 0.24894921 1 -0.026779687
9 0.24983908 6 -0.013123449
9 0.25039932 1 0.030045971
9 0.25230455 6 -0.032651944
9 0.2538937 6 -0.019548917
9 0.25522432 2 0.021098662
9 0.25539558 2 -0.012916275
9 0.25654019 6 -0.013108067
9 0.2566248 4 -0.035374038
9 0.25692753 1 -0.077237772
9 0.2586773 6 -0.011112148
9 0.258736 2 -0.016602169
9 0.25875116 2 -0.018484632
9 0.25926263 1 0.0012913056
9 0.25972893 6 0.0033644719
9 0.26097705 1 -0.012040857
9 0.26179698 2 -0.012007123
9 0.26184945 2 -0.060782036
9 0.26206247 2 -0.040443387
9 0.26284629 2 -0.055336435
9 0.26459293 5 0.015780489
9 0.26525873 4 0.010995737
9 0.2662233 2 -0.079818242
9 0.26651943 1 -0.038632969
9 0.26716465 2 -0.01524637
9 0.26826709 1 -0.032576559
9 0.26872938 4 0.0050717783
9 0.26917577 1 -0.024575288
9 0.26933255 3 -0.0018076137
9 0.2693514 1 -0.024254215
9 0.26991783 2 -0.0025826462
9 0.27010488 5 0.0092401457
9 0.27010979 5 -0.020743235
9 0.27025554 1 -0.038044828
9 0.2705239 6 -0.032988297
9 0.27064646 3 -0.00015979184
9 0.27094704 2 0.013937018
9 0.27142722 5 -0.019603709
9 0.27151047 6 -0.01447835
9 0.27160132 2 -0.015072016
9 0.27161479 6 -0.028221339
9 0.27162533 1 -0.0014597576
9 0.27181137 6 -0.018151458
9 0.27220598 5 -0.017500432
9 0.27243467 6 -0.011182881
9 0.27249121 1 -0.015148829
9 0.27321363 1 -0.029130979
9 0.27341427 2 -0.081179448
9 0.27358289 5 -0.015195365
9 0.2738738 5 -0.014017638
9 0.27390768 4 -0.01385001
9 0.27393338 4 -0.008602606
9 0.27420758 5 -0.014412147
9 0.27431063 2 0.020916672
9 0.27436017 5 -0.016406789
9 0.27448387 5 -0.0080933618
9 0.27462142 1 -0.0089743494
9 0.2750132 5 -0.015239279
9 0.27512144 6 -0.01554148
9 0.2752313 5 -0.011687583
9 0.27523237 6 -0.019276583
9 0.27545496 4 -0.013879503
9 0.27550916 4 -0.01492251
9 0.27576294 5 -0.013671637
9 0.27577107 4 -0.017171804
9 0.27581207 4 -0.017880268
9 0.27582235 2 0.0014722134
9 0.2758823 4 -0.016911343
9 0.27588764 5 -0.018328872
9 0.2759053 5 -0.018010752
9 0.27633541 5 -0.013908524
9 0.27659813 4 -0.014730308
9 0.27664935 5 -0.0064370458
9 0.27669713 4 -0.014802084
9 0.27710335 4 -0.018334334
9 0.27716626 4 -0.025708376
9 0.27717388 5 -0.03414664
9 0.27731027 4 -0.015722833
9 0.27739146 5 -0.018093314
9 0.27739362 4 -0.019583914
9 0.27755079 5 -0.014363712
9 0.27757833 4 -0.014380308
9 0.27762148 5 -0.016452603
9 0.27779122 5 -0.016819976
9 0.27788523 5 -0.017263995
9 0.27791609 5 -0.019429304
9 0.27792071 4 -0.011670313
9 0.27803976 5 -0.0077785623
9 0.27804236 4 -0.0091856562
9 0.27816319 4 -0.017386956
9 0.27829848 4 -0.010742043
9 0.27869959 4 -0.015058348
9 0.27888651 4 -0.017720249
9 0.27893183 5 -0.017987423
9 0.27911531 5 0.01056235
9 0.27922977 4 -0.016394322
9 0.27925753 6 -0.0068731906
9 0.27931922 5 -0.041908756
9 0.27939393 5 -0.025130207
9 0.27942081 5 -0.018082486
9 0.27942699 4 -0.023090831
9 0.27949435 4 -0.018060544
9 0.27961772 6 -0.014162409
9 0.27962823 4 -0.018238347
9 0.28022118 5 -0.021158281
9 0.28028109 4 -0.023555422
9 0.28032203 5 -0.018248492
9 0.28033541 4 -0.019079887
9 0.28054459 5 -0.021530718
9 0.28060378 5 -0.019659279
9 0.28086926 4 -0.026303022
9 0.28114415 5 -0.020836641
9 0.28114428 2 -0.012604801
9 0.28133331 6 -0.02496591
9 0.28140199 1 0.0085590762
9 0.28146396 4 -0.019342561
9 0.28148965 4 -0.0081467673
9 0.28152183 4 -0.027618206
9 0.28176224 4 -0.0043250776
9 0.28188088 1 0.013383487
9 0.28272604 1 -0.024326567
9 0.28287427 5 -0.01425164
9 0.28298013 6 -0.010764187
9 0.28351827 6 -0.021130093
9 0.2837899 5 -0.0019238439
9 0.28388166 5 -0.021874168
9 0.28402103 6 -0.018403077
9 0.28407605 5 -0.020438275
9 0.28461038 4 -0.017208111
9 0.28480254 6 -0.021422748
9 0.28539083 6 -0.010814876
9 0.28546079 1 -0.025596366
9 0.28598248 6 -0.013903898
9 0.28644831 6 -0.014319067
9 0.28649128 1 0.0016422842
9 0.28716162 6 -0.016669008
9 0.28757138 5 -0.03892643
9 0.28784425 1 -0.033054387
9 0.2882513 6 -0.019009273
9 0.28838273 6 -0.017807675
9 0.28873745 4 -0.01691176
9 0.28905111 1 -0.046141496
9 0.28915917 6 -0.016608005
9 0.28917278 1 -0.0033662174
9 0.29099603 4 -0.025246927
9 0.29116623 6 -0.018296911
9 0.29227472 4 -0.02241997
9 0.29234553 1 -0.0087530543
9 0.29246732 6 -0.018646949
9 0.29275667 6 -0.013916691
9 0.29299566 1 -0.032579846
9 0.29365488 5 -0.041640983
9 0.29396836 3 -0.026153867
9 0.2954706 1 0.010657572
9 0.29569664 1 -0.032375364
9 0.29583035 6 -0.0022133121
9 0.2967205 3 -0.041996224
9 0.29722137 4 -0.023536578
9 0.29927163 4 -0.030737168
9 0.29935795 6 -0.021811038
9 0.2999149 2 -0.047177834
9 0.30160727 1 -0.018933459
9 0.30218429 1 -0.033786785
9 0.30239387 5 -0.015771145
9 0.30273179 2 0.00061174207
9 0.30352057 1 -0.0047357446
9 0.30353079 4 -0.018931141
9 0.30394848 1 -0.039207868
9 0.30417525 1 -0.0096011047
9 0.30640043 1 -0.013045168
9 0.3067897 6 -0.033199701
9 0.30712254 1 -0.038012774
9 0.30753556 1 -0.019581385
9 0.30884789 3 0.014926818
9 0.30938415 2 -0.029391843
9 0.30996924 1 -0.010554249
9 0.3108311 6 -0.024038853
9 0.31213933 1 -0.00048497069
9 0.31324192 6 -0.046158875
9 0.31374035 5 -0.035970893
9 0.31520113 1 -0.060988516
9 0.31530699 3 -0.058780147
9 0.31554245 3 -0.070483118
9 0.31846146 3 -0.071460473
9 0.31987501 6 -0.0068985993
9 0.31997802 2 0.0020163742
9 0.32082322 3 -0.034704678
9 0.32179632 2 -0.053411418
9 0.32191391 6 -0.029134416
9 0.32201286 1 -0.0046053224
9 0.32206355 2 -0.04318304
9 0.32483554 2 -0.015624325
9 0.32900663 3 -0.035684372
9 0.32998193 3 -0.017727673
9 0.33053958 1 -0.028434636
9 0.33131531 2 0.010285326
9 0.33710384 2 0.014171853
9 0.33735306 5 -0.089286658
9 0.3381516 2 -0.021815945
9 0.33925793 6 -0.02615974
9 0.34072802 3 -0.0057923532
9 0.34197761 3 -8.5945927e-05
9 0.34438843 1 -0.020915319
9 0.34847866 3 -0.02644719
9 0.35102469 2 -0.066196954
9 0.35358051 1 -0.0033227776
9 0.35711293 2 -0.037107588
9 0.36449617 5 -0.085399483
9 0.36489804 3 -0.020107747
9 0.36589969 3 -0.031332139
9 0.37043267 2 -0.05049016
9 0.3761998 3 0.013777668
9 0.37950054 3 -0.073392369
9 0.3846767 6 -0.021509576
9 0.38533814 3 -0.0055318416
9 0.38995098 3 -0.025774189
9 0.39232475 6 -0.036101162
9 0.39251918 3 -0.019620115
9 0.39960813 3 -0.0018109545
9 0.40022209 3 -0.017475771
9 0.40989893 3 -0.049897307
9 0.41153032 2 -3.7276851e-05
9 0.41817187 3 -0.022827657
9 0.42038362 3 -0.068855182
9 0.43921224 3 -0.035820782
10 0.07654368 6 -0.3628841
10 0.088292784 3 -0.026904807
10 0.10569277 2 -0.039864377
10 0.11776128 3 -0.040743433
10 0.11851475 4 0.1523003
10 0.12951378 3 -0.022880964
10 0.1360427 3 -0.032178887
10 0.13805939 2 -0.046265889
10 0.13959502 2 -0.012088407
10 0.14171884 1 -0.0078033924
10 0.14319011 4 0.077229515
10 0.14747651 1 -0.023884843
10 0.15857432 2 -0.0056115136
10 0.16511734 2 -0.031654823
10 0.17053751 2 -0.0048081465
10 0.17256086 2 -0.01813755
10 0.17376172 4 -0.096872658
10 0.18399426 1 -0.0026509458
10 0.18446909 1 -0.03659856
10 0.18493458 3 -0.018501763
10 0.1858199 3 -0.020254823
10 0.18677291 2 0.0094872633
10 0.18902193 3 -0.0056336834
10 0.19079141 1 -0.0078116399
10 0.19321561 2 -0.020425263
10 0.2006192 3 -0.030790558
10 0.20092099 1 -0.012354759
10 0.20127353 1 0.012434217
10 0.20209733 1 -0.0083978308
10 0.20709585 1 -0.010484694
10 0.20770807 3 -0.012197788
10 0.20803871 1 0.0095105126
10 0.21208387 2 -0.037679018
10 0.21368654 2 0.032561447
10 0.21564334 2 -0.037733989
10 0.21588793 6 -0.024198114
10 0.21607592 1 -0.01423203
10 0.22006126 1 -0.015904825
10 0.22036678 1 -0.031853102
10 0.22131676 3 -0.038663497
10 0.22323048 1 -0.009612778
10 0.22516764 1 -0.030158705
10 0.22753167 2 -0.0089104211
10 0.22758199 2 0.061359256
10 0.22861859 2 -0.0056989052
10 0.23016233 1 -0.021632558
10 0.23067753 2 -0.029074881
10 0.23368903 1 -0.0045540922
10 0.23419084 3 0.074661498
10 0.23658595 2 -0.051106727
10 0.23704558 4 -0.099672174
10 0.23710306 2 -0.033445911
10 0.23730523 6 -0.027217171
10 0.23987413 3 -0.0072660501
10 0.24017201 1 -0.010125373
10 0.24054325 2 -0.039930894
10 0.24093541 1 -0.058485872
10 0.24312286 3 0.018245662
10 0.24415833 5 0.0074115243
10 0.24428227 6 -0.018323566
10 0.24555988 2 0.0073266516
10 0.24596624 3 -0.032428318
10 0.24621295 6 -0.015906238
10 0.24804609 2 -0.020442917
10 0.24891975 1 -0.0062364041
10 0.25067151 6 -0.016254151
10 0.25375015 3 -0.035700999
10 0.25387811 1 -0.001195452
10 0.25394072 5 0.018166331
10 0.25427198 6 -0.01674764
10 0.25444826 5 -0.036921783
10 0.25462086 1 -0.032214713
10 0.25532301 2 0.05914564
10 0.25613926 5 0.017335257
10 0.25621509 1 0.0006982017
10 0.25703925 5 0.022299485
10 0.25798766 6 -0.015176508
10 0.2588853 6 -0.017582984
10 0.25900074 6 -0.015235409
10 0.26095998 2 -0.033488133
10 0.26186166 3 -0.03211347
10 0.26244444 6 -0.012314203
10 0.26254635 6 -0.016217113
10 0.2627822 2 0.027902637
10 0.26315993 2 -0.03141669
10 0.26363105 4 -0.0077021605
10 0.26417866 2 -0.019133209
10 0.26430263 1 -0.050615541
10 0.26492684 3 -0.024506751
10 0.26515501 6 -0.017262131
10 0.26567611 2 -0.020788874
10 0.26665426 1 -0.017470688
10 0.26692099 6 -0.01785611
10 0.26762888 4 -0.00025753141
10 0.26924134 1 -0.039172089
10 0.26964756 6 -0.018467401
10 0.27022658 6 -0.01652245
10 0.27051085 6 -0.011320588
10 0.2708122 2 -0.035738978
10 0.27148106 4 -0.029868165
10 0.27155615 2 -0.011611266
10 0.27166651 6 -0.01517252
10 0.27227759 2 -0.020258146
10 0.27228448 6 -0.017143389
10 0.27321662 6 -0.017481753
10 0.27333634 6 -0.050414684
10 0.27367246 4 -0.020958021
10 0.27398109 5 -0.028811062
10 0.27399448 6 -0.015680152
10 0.27413554 5 -0.010927046
10 0.2742535 6 -0.018701693
10 0.27428659 4 -0.013897649
10 0.27429948 5 -0.016933866
10 0.27438387 6 -0.016579267
10 0.2746069 5 -0.017044877
10 0.27485073 6 -0.017676967
10 0.27490533 5 -0.014076128
10 0.2751033 5 -0.025604078
10 0.27512997 6 -0.016553745
10 0.27518179 4 -0.017433879
10 0.2752244 5 -0.02098002
10 0.27530064 4 -0.016504415
10 0.27535231 4 -0.016863461
10 0.27552605 5 -0.023365812
10 0.27561892 5 -0.017469228
10 0.27573119 5 -0.026493692
10 0.27577727 6 -0.016968301
10 0.27585638 4 -0.016754281
10 0.27591997 4 -0.017476065
10 0.27595835 4 -0.014793885
10 0.27607369 4 -0.015605563
10 0.27629421 4 -0.017947208
10 0.27631675 5 -0.014343732
10 0.27635033 6 -0.016931518
10 0.27635561 6 -0.016492129
10 0.27637938 4 -0.015209503
10 0.27653064 6 -0.015712401
10 0.27667475 5 -0.019377865
10 0.2768767 6 -0.025864583
10 0.276917 5 -0.013229244
10 0.27692308 4 -0.015283885
10 0.27696654 4 -0.016500492
10 0.27697207 4 -0.027120324
10 0.27698005 5 -0.015782283
10 0.27701205 4 -0.0066920435
10 0.27709863 4 -0.015086621
10 0.2771078 6 -0.025143618
10 0.27716063 5 -0.020861762
10 0.27718075 4 -0.016217595
10 0.2772489 5 -0.018150796
10 0.2773964 4 -0.01614897
10 0.27744733 4 -0.016085892
10 0.27745455 6 -0.017290036
10 0.27753135 5 -0.0052639224
10 0.27758644 4 -0.018654374
10 0.27759271 4 -0.016958833
10 0.27762025 6 -0.017905423
10 0.27781849 4 -0.016002335
10 0.27784448 5 -0.022809883
10 0.27792362 6 -0.026783183
10 0.27794403 4 -0.01640824
10 0.27799337 4 -0.017051708
10 0.27810979 6 -0.026193028
10 0.27828022 4 -0.017186888
10 0.27828644 4 -0.018115578
10 0.27839931 5 -0.0093517988
10 0.27841115 4 -0.014625524
10 0.27849569 4 -0.01852877
10 0.27853273 4 -0.016891034
10 0.27856499 4 -0.024921728
10 0.27864546 3 -0.025546419
10 0.27866843 4 -0.016803368
10 0.2786911 4 -0.024501237
10 0.27871331 4 -0.016687775
10 0.27880166 4 -0.017873899
10 0.27884641 4 -0.015636976
10 0.2789072 4 -0.018954501
10 0.27901776 5 -0.015557491
10 0.27908529 5 -0.014527239
10 0.27921296 4 -0.018079464
10 0.27929197 5 -0.019004718
10 0.27931694 4 -0.020068037
10 0.2793566 6 -0.013234671
10 0.27939325 3 -0.0040320116
10 0.27940635 6 -0.019888725
10 0.27949694 6 -0.017968903
10 0.27961678 5 -0.016550147
10 0.27976582 5 -0.023004143
10 0.27995618 5 -0.014110305
10 0.28000234 2 -0.021816816
10 0.28001981 5 -0.014473408
10 0.28017195 4 -0.015844322
10 0.28024201 6 -0.016977677
10 0.28025154 5 -0.029437138
10 0.28028378 4 -0.0080357076
10 0.28030833 6 -0.021917533
10 0.28032827 4 -0.016060559
10 0.28062909 5 -0.016440568
10 0.28065406 5 -0.027695828
10 0.28083685 6 -0.018221169
10 0.28092264 6 -0.019217722
10 0.2811666 5 -0.021105727
10 0.28143119 4 -0.018331094
10 0.28146232 6 -0.0096429007
10 0.28155052 5 -0.027426248
10 0.28159907 6 -0.016943396
10 0.2817951 6 -0.019565249
10 0.2823454 3 -0.025172168
10 0.28259275 6 -0.012507555
10 0.28264319 6 0.0090473365
10 0.28270013 6 -0.019291899
10 0.28286962 5 -0.021423152
10 0.28292974 2 -0.049481612
10 0.28385378 2 -0.023798832
10 0.28408019 5 -0.021303583
10 0.28409253 5 -0.025642734
10 0.28437154 6 -0.018003389
10 0.28490136 5 -0.027276026
10 0.2856628 5 0.0044490777
10 0.28568946 6 -0.016547679
10 0.28620935 6 -0.016787886
10 0.28685267 4 -0.022969097
10 0.28741477 6 -0.018159972
10 0.28812456 5 -0.035682696
10 0.28955936 1 -0.015708354
10 0.29136758 4 -0.025835907
10 0.29279176 1 -0.021970606
10 0.29395748 3 -0.010952968
10 0.29409646 6 -0.018892235
10 0.29485307 4 -0.010699874
10 0.29510434 5 0.0089573062
10 0.29543266 1 0.0078158859
10 0.29556406 2 -0.035663068
10 0.29596486 2 -0.064145078
10 0.29684117 5 -0.014000807
10 0.29766092 1 -0.029555515
10 0.29944918 3 -0.049150433
10 0.30034056 3 -0.056690073
10 0.30036988 4 0.028346112
10 0.30420262 4 -0.061501476
10 0.307067 1 0.011397594
10 0.31171796 1 -0.012070346
10 0.312988 1 -0.035803365
10 0.31626878 2 -0.027095567
10 0.31825459 1 0.012001973
10 0.32011355 1 -0.043218451
10 0.3226411 3 -0.011900108
10 0.32304819 1 -0.021889426
10 0.32605469 1 0.016412344
10 0.32652789 1 -0.0083716808
10 0.33196251 1 -0.02204331
10 0.33197242 1 -0.007308005
10 0.33294972 6 -0.071447245
10 0.33479308 3 0.0051759862
10 0.33611406 1 -0.0080507135
10 0.33958042 2 -0.032616176
10 0.34015675 3 -0.011166626
10 0.34246076 1 -0.041919428
10 0.34347813 1 -0.0077612858
10 0.344479 1 -0.028307945
10 0.3452417 1 -0.017785395
10 0.34773085 1 -0.03215679
10 0.34908065 1 -0.040961192
10 0.35044179 3 -0.020400859
10 0.35551893 1 -0.011658166
10 0.35580987 2 0.0065629368
10 0.35653342 3 -0.0073060966
10 0.35840975 1 -0.023348805
10 0.36042241 1 -0.008194629
10 0.36700247 3 -0.035996483
10 0.36741725 2 0.0086152695
10 0.36785915 2 -0.016203191
10 0.36868378 2 0.0042524478
10 0.37346243 1 -0.044616611
10 0.37416035 1 -0.023839305
10 0.37529817 6 0.0064768392
10 0.38023089 3 -0.037173044
10 0.38036997 6 -0.014863639
10 0.38508537 2 0.013529302
10 0.3862422 3 -0.034773216
10 0.39308651 3 -0.02452179
10 0.39338348 2 -0.031453427
10 0.39363943 3 -0.066243538
10 0.3989154 2 -0.019520671
10 0.40002864 3 -0.014952793
10 0.40203901 2 0.016227692
10 0.40334614 3 0.0079394273
10 0.4140751 2 0.019094215
10 0.41714612 1 -0.01246513
10 0.4267814 2 -0.0050735172
10 0.43313712 3 -0.023823042
10 0.45672635 3 -0.035531494
10 0.57839966 3 0.0098834515
10 0.67188749 6 -0.014350544
11 0.077308875 2 -0.033641311
11 0.093371196 2 -0.053089522
11 0.12025391 3 -0.036873524
11 0.13091181 3 -0.051390537
11 0.13530156 3 -0.015713539
11 0.1546883 1 -0.032036776
11 0.1559852 2 -0.060461624
11 0.15716985 3 -0.026740845
11 0.15890499 2 -0.021648775
11 0.16198735 3 -0.018045175
11 0.16490726 3 -0.043098738
11 0.16491265 2 0.0044918899
11 0.16831268 3 0.0053020701
11 0.170082 2 -0.11454427
11 0.17400407 1 0.015086436
11 0.17596171 3 0.013359582
11 0.18406817 3 -0.03650432
11 0.19344778 1 -0.0070611286
11 0.19499673 2 -0.1397317
11 0.19526114 2 -0.056472149
11 0.19864335 1 -0.026502961
11 0.19898892 2 -0.10070235
11 0.20074204 3 0.015820022
11 0.20366345 1 -0.0041907172
11 0.20657187 1 0.01688159
11 0.20812615 1 -0.038548564
11 0.20844568 2 -0.0021629681
11 0.21220226 1 -0.0096112836
11 0.21863941 3 0.012976842
11 0.21975497 1 -0.046434277
11 0.22040868 2 -0.027784891
11 0.22101117 3 -0.009615421
11 0.22259655 1 -0.02495319
11 0.22330018 3 0.026199546
11 0.22345536 4 0.097026807
11 0.22439081 3 0.0026719448
11 0.22629584 1 -0.046503065
11 0.22850493 2 -0.014233742
11 0.22911127 2 -0.13343759
11 0.22948955 2 -0.0036725391
11 0.23169683 3 -0.035587532
11 0.23452415 1 -0.010957274
11 0.23621532 2 0.024864176
11 0.23758535 1 -0.0090961894
11 0.23816469 6 -0.0059871592
11 0.23836946 2 -0.013440926
11 0.23986556 1 -0.016819136
11 0.24175959 2 -0.029571074
11 0.2424333 2 -0.034204105
11 0.24352431 1 -0.034019041
11 0.24439798 3 -0.045213487
11 0.24556653 2 -0.02291874
11 0.24565622 1 -0.018411722
11 0.24586726 1 -0.0014322335
11 0.24703475 2 -0.12423684
11 0.24707361 3 0.0049255954
11 0.2474701 1 -0.047273988
11 0.24772514 4 -0.023651332
11 0.25019456 1 -0.003613581
11 0.25118314 2 -0.12875779
11 0.25130664 1 -0.017979932
11 0.25233321 1 -0.0060459163
11 0.25265251 1 -0.037574358
11 0.25394669 1 -0.040352434
11 0.25733872 1 -0.033566264
11 0.25768931 2 -0.017892326
11 0.25792974 1 -0.0093535748
11 0.25830591 1 -0.016344498
11 0.25902502 1 -0.035540578
11 0.25926686 1 -0.031281822
11 0.2598168 6 -0.014419191
11 0.26097971 6 -0.014844616
11 0.26186491 2 -0.03083463
11 0.26284943 2 -0.027395745
11 0.26356005 4 -0.0068152882
11 0.2637474 6 -0.013255987
11 0.26375219 4 -0.009094634
11 0.26399946 2 -0.018651717
11 0.26432984 2 -0.02207245
11 0.26478934 4 -0.0070321785
11 0.2649733 1 -0.00053211513
11 0.26544227 3 -0.024494395
11 0.26551623 1 -0.0078840373
11 0.26562294 6 -0.016689124
11 0.2656438 6 -0.012814795
11 0.26611936 4 -0.007800427
11 0.26722194 4 -0.012738313
11 0.26747253 2 0.010115164
11 0.26903001 2 -0.023286372
11 0.26953872 5 -0.036694852
11 0.26987008 2 -0.0039786341
11 0.27027293 3 -0.061451081
11 0.27046247 4 -0.017336118
11 0.27071511 4 -0.01312759
11 0.27085307 1 -0.0010383752
11 0.27088111 1 0.0055860864
11 0.27113194 6 -0.016477308
11 0.27130357 6 -0.01731638
11 0.27141271 1 0.01099052
11 0.27149144 5 -0.031237372
11 0.27157798 1 0.031861245
11 0.27178993 5 -0.044150853
11 0.27198298 4 -0.01339172
11 0.27267238 5 -0.014362153
11 0.27281147 4 -0.0040723736
11 0.27298961 4 -0.013164994
11 0.2730386 5 -0.033769858
11 0.27304939 3 0.02945461
11 0.27328186 2 -0.01955497
11 0.27343109 6 -0.016436648
11 0.27371928 3 -0.02190645
11 0.27389038 1 -0.013986849
11 0.27392442 1 0.016351416
11 0.27393141 6 -0.012925674
11 0.27393461 6 -0.016022899
